station 52220,,,,,,
Start Date/Time,Year,Month,Day,Hour,48-hr Precip (in),Rank
1966-02-28T20,1966,02,28,20,0.30,338
1967-01-16T11,1967,01,16,11,0.30,339
1989-03-04T18,1989,03,04,18,0.30,340
1990-04-20T01,1990,04,20,01,0.30,341
1996-11-17T12,1996,11,17,12,0.30,342
1997-10-13T07,1997,10,13,07,0.30,343
1997-12-11T01,1997,12,11,01,0.30,344
1998-04-08T09,1998,04,08,09,0.30,345
1998-10-29T05,1998,10,29,05,0.30,346
1998-12-23T09,1998,12,23,09,0.30,347
1999-12-04T10,1999,12,04,10,0.30,348
2000-10-23T20,2000,10,23,20,0.30,349
2001-03-27T05,2001,03,27,05,0.30,350
2003-04-19T10,2003,04,19,10,0.30,351
2004-04-02T23,2004,04,02,23,0.30,352
2005-01-31T11,2005,01,31,11,0.30,353
2005-03-22T06,2005,03,22,06,0.30,354
2006-03-09T16,2006,03,09,16,0.30,355
2009-10-07T07,2009,10,07,07,0.30,356
2012-04-16T07,2012,04,16,07,0.30,357
2013-04-23T19,2013,04,23,19,0.30,358
1958-10-30T17,1958,10,30,17,0.29,359
1966-11-09T13,1966,11,09,13,0.29,360
1971-01-03T21,1971,01,03,21,0.29,361
1979-03-03T23,1979,03,03,23,0.29,362
1979-04-01T12,1979,04,01,12,0.29,363
1980-11-15T00,1980,11,15,00,0.29,364
1985-11-15T21,1985,11,15,21,0.29,365
1948-11-08T11,1948,11,08,11,0.28,366
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
